2025-09-11 10:19:02 | WARNING  | agents.data_fetching_agent:<module>:22 | TuShare或Alpha Vantage未安装，某些功能可能不可用
2025-09-11 10:19:02 | INFO     | main_agent:_initialize_agents:57 | 开始初始化子Agent...
2025-09-11 10:19:02 | ERROR    | agents.data_fetching_agent:_initialize_apis:70 | API初始化失败: name 'TimeSeries' is not defined
2025-09-11 10:19:02 | INFO     | utils.feishu_bitable_manager:get_access_token:57 | 飞书API响应: {'code': 0, 'expire': 7200, 'msg': 'ok', 'tenant_access_token': 't-g1049bajJZMHAHZ6JYHQZDOD4WV3C3W6OZBMO4PE'}
2025-09-11 10:19:02 | INFO     | utils.feishu_bitable_manager:get_access_token:63 | 飞书访问令牌获取成功
2025-09-11 10:19:02 | INFO     | agents.feishu_bitable_agent:_initialize_bitable:47 | 飞书多维表格管理器初始化成功
2025-09-11 10:19:02 | INFO     | main_agent:_initialize_agents:95 | 所有子Agent初始化完成
2025-09-11 10:19:02 | INFO     | agents.feishu_bitable_agent:create_bitable_app:60 | 开始创建飞书多维表格应用...
2025-09-11 10:19:04 | INFO     | utils.feishu_bitable_manager:create_app:105 | 飞书应用创建成功: FWEwbrWSVaPZXbsIDtBcnasnnGc
2025-09-11 10:19:04 | INFO     | agents.feishu_bitable_agent:create_bitable_app:67 | 多维表格应用创建成功: FWEwbrWSVaPZXbsIDtBcnasnnGc
2025-09-11 10:19:05 | ERROR    | utils.feishu_bitable_manager:create_table:150 | 创建表格失败: WrongRequestBody
2025-09-11 10:19:05 | ERROR    | agents.feishu_bitable_agent:create_bitable_app:94 | 表格创建失败: 持仓记录
2025-09-11 10:19:05 | ERROR    | utils.feishu_bitable_manager:create_table:150 | 创建表格失败: WrongRequestBody
2025-09-11 10:19:05 | ERROR    | agents.feishu_bitable_agent:create_bitable_app:94 | 表格创建失败: 买卖记录
2025-09-11 10:19:05 | ERROR    | utils.feishu_bitable_manager:create_table:150 | 创建表格失败: WrongRequestBody
2025-09-11 10:19:05 | ERROR    | agents.feishu_bitable_agent:create_bitable_app:94 | 表格创建失败: 价格历史
2025-09-11 10:19:05 | ERROR    | utils.feishu_bitable_manager:create_table:150 | 创建表格失败: WrongRequestBody
2025-09-11 10:19:05 | ERROR    | agents.feishu_bitable_agent:create_bitable_app:94 | 表格创建失败: 分析结果
2025-09-11 10:19:05 | INFO     | agents.feishu_bitable_agent:get_share_links:315 | 生成 0 个表格分享链接
2025-09-11 10:19:05 | INFO     | agents.feishu_bitable_agent:sync_all_data_to_bitable:328 | 开始同步所有数据到多维表格...
2025-09-11 10:19:05 | ERROR    | agents.feishu_bitable_agent:sync_position_to_bitable:135 | 持仓数据同步失败: Table positions not found
2025-09-11 10:19:05 | ERROR    | agents.feishu_bitable_agent:sync_trade_to_bitable:167 | 交易数据同步失败: Table trades not found
2025-09-11 10:19:05 | INFO     | agents.feishu_bitable_agent:sync_all_data_to_bitable:346 | 数据同步完成: 持仓 0/1, 交易 0/1
2025-09-11 10:20:32 | WARNING  | agents.data_fetching_agent:<module>:22 | TuShare或Alpha Vantage未安装，某些功能可能不可用
2025-09-11 10:20:55 | WARNING  | agents.data_fetching_agent:<module>:22 | TuShare或Alpha Vantage未安装，某些功能可能不可用
